id,versions,displayName,abbreviation
3253,"[{'id': 3467, 'md5': '5C7641C1ADC213454C9962EB7F307626', 'sha1': 'C456B19B74E661BD44DD39CD04AF0D7F68D958A4', 'name': 'F-1 Race (J) [!]', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",F-1 Race,f1-race
3254,"[{'id': 3468, 'md5': None, 'sha1': None, 'name': 'Micro Mages', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Micro Mages,micro-mages
3255,"[{'id': 3469, 'md5': 'ECC08609F53C236E16731E75C857C934', 'sha1': 'B6B07EE76492ED475F39167C89B342353F999231', 'name': 'nova.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Nova the Squirrel,nova-squirrel
3256,"[{'id': 3470, 'md5': None, 'sha1': '21A2836A0E3785A13EB78147C85214A11FF1E3C9', 'name': 'Daiku no Gen-san 2 - Akage no Dan no Gyakushuu', 'type': 0, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Hammerin' Harry 2,hammerin-harry-2
3260,"[{'id': 3474, 'md5': '5E7BF243E25D18FEEC6035ACA444F187', 'sha1': '605F62D4545E6A3B2AA4555728A6E6F5D5966389', 'name': 'Egypt', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Egypt,egypt
3261,"[{'id': 3476, 'md5': '36C041FBDD93D53AE024A41244FEF080', 'sha1': '25C1A94524FC5E671817DE00E5E7A5BA540231E7', 'name': 'Panda Prince, The (Shin-Shin) (Eng) (Unl) [!]', 'type': 3, 'region': 'U', 'version': '(Eng)', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Panda Prince,panda-prince
3262,"[{'id': 3478, 'md5': '728C53BE1C3987B28C81113543A8C88F', 'sha1': 'C1F4CFEFEDED884071A5BBFB8943C8D488DE4117', 'name': 'Krazy Kreatures (AVE) (V1.1) [!].nes', 'type': 1, 'region': 'U', 'version': 'V1.1', 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Krazy Kreatures,krazy-kreatures
3263,"[{'id': 3479, 'md5': None, 'sha1': None, 'name': 'Defender II', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Defender II,defender2
3264,"[{'id': 3480, 'md5': '7C48AD4D6B511F7CE6530C46F8179D9C', 'sha1': 'CBD35C583D99D2181F0E482666ADFF3FB8456D74', 'name': 'Power Blade 2 (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Power Blade 2,power-blade-2
3265,"[{'id': 3481, 'md5': '2BD460360A384641B9437A24F5E5F9ED', 'sha1': '33AABC44F9373576FB2134C567D9F6BD24E4D9CE', 'name': 'Jurassic Boy 2 (Sachen) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Jurassic Boy 2,jurassic-boy-2
3266,"[{'id': 3482, 'md5': '52386229889D5F42D63EF6811CB9339D', 'sha1': '4980A559EB551A29013F7D7E5ABF2E82638F78E2', 'name': 'Championship Bowling (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 3717, 'md5': '52386229889D5F42D63EF6811CB9339D', 'sha1': '4980A559EB551A29013F7D7E5ABF2E82638F78E2', 'name': 'Championship Bowling (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Championship Bowling,championship-bowling
3267,"[{'id': 3483, 'md5': '641696B404114C34FB006C5072E799EB', 'sha1': 'D3B09E998AB11568561A0F686045FF50EB871767', 'name': 'International Cricket (A) [!]', 'type': 1, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",International Cricket,international-cricket
3268,"[{'id': 3484, 'md5': '21D4E32BE03FC2F7C9D5F96431D24A7A', 'sha1': 'AA032FB70BC122F00E368E6AAAF84BD8C6382E40', 'name': 'Zippy Race (J) [!]', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Zippy Race,zippy-race
3269,"[{'id': 3485, 'md5': 'F13A9AB225112C6D257128771EB97F2C', 'sha1': 'A660792F0F05B84ED76B21FCB2B2586F239CF023', 'name': 'Secret Ties (U) (Prototype) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Secret Ties,secret-tiles
3270,"[{'id': 3486, 'md5': '924C0E7F1ABC1C141D0E72388BF1D6B2', 'sha1': 'CD7C6FE5A198412CB1B9762778C28DDB63C1EF3B', 'name': 'Swords and Serpents (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Swords and Serpents,swords-and-serpents
3271,"[{'id': 3487, 'md5': 'C6F0DA34A0A8F98EDB1A9A81D4A6D2C8', 'sha1': '0D3E918604D0B52A0AEFB2FE1AA3F6D15FAB9757', 'name': 'Star Soldier (J) [!]', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Star Soldier,star-soldier
3272,"[{'id': 3489, 'md5': '187489CB099905016A16B73B2543FFB8', 'sha1': 'F26FF2948CB316C9BBE5B2BA15096E15CD2A54B5', 'name': 'Lei Dian Huang Bi Ka Qiu Chuan Shuo (NJ046) (Ch) [!].nes', 'type': 5, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Lei Dian Huang Bi Ka Qiu Chuan Shuo,lei-dian-huang
3273,"[{'id': 3490, 'md5': 'D8802016CEE41A80F4AE6B9C3F33882D', 'sha1': '6473A293C6B424A7DD3DE00C0E34B62865630525', 'name': 'Heisei Tensai Bakabon (J) [!]', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Heisei Tensai Bakabon,Heisei-Tensai-Bakabon
3274,"[{'id': 3491, 'md5': None, 'sha1': None, 'name': 'Rockman AbNormality', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Rockman AbNormality,rabn
3275,"[{'id': 3492, 'md5': None, 'sha1': None, 'name': 'Nomolos: Storming the CATsle', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Nomolos: Storming the CATsle,Nomolos
3276,"[{'id': 3493, 'md5': '0A18E169EC9008028B3B1E514C166EB6', 'sha1': '085EE66DB817A06D97670E8A80A0C41CCAD49E96', 'name': 'Skull & Crossbones (Tengen) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Skull & Crossbones,skull-crossbones
3277,"[{'id': 3494, 'md5': None, 'sha1': None, 'name': 'Rockman 3 Extra', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Rockman 3 Extra,rm3-extra
3278,"[{'id': 3495, 'md5': '6AFC3484CC64B482AAA44CA2F91E918E', 'sha1': '3193682D39BE24E7E1F51D44911867C66A8F452B', 'name': 'Flying Dragon - The Secret Scroll (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Flying Dragon - The Secret Scroll,flying-dragon
3310,"[{'id': 3529, 'md5': '3FF77ED038E5FA4EC9C46479FBA1E4E5', 'sha1': '936D7A6451D00B6A523AE9A880D5C257C3C7B268', 'name': 'Incredible Crash Dummies, The (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Incredible Crash Dummies,nes-crash-dummies
3311,"[{'id': 3530, 'md5': None, 'sha1': None, 'name': 'Puresabe', 'type': 2, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Kirby's Puresabe Adventure,kirby-hack-Puresabe
3312,"[{'id': 3531, 'md5': None, 'sha1': None, 'name': 'Downtown Special - Kunio-kun no Jidaigeki', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Downtown Special - Kunio-kun no Jidaigeki,Downtown-special
3313,"[{'id': 3532, 'md5': None, 'sha1': None, 'name': 'Legend of Blob Brothers', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Legend of Blob Brothers,smb2-hack-blob
3314,"[{'id': 3533, 'md5': '2124F4AFA2B0D798E984DA8E16FF464E', 'sha1': 'CE8A4E7CC4BEE01188B40951B90E2A46F195A793', 'name': 'Escape From Atlantis, The (Prototype-1)', 'type': 8, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Escape From Atlantis,Escape-From-Atlantis
3315,"[{'id': 3535, 'md5': None, 'sha1': None, 'name': 'Exciting Rally', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Exciting Rally,Exciting-Rally
3316,"[{'id': 3536, 'md5': '05b85765ece351f78c4d52f788e50027', 'sha1': 'f9d1e74518276bbd41a1759964ff34c95d70f2b5', 'name': 'Hon Shougi - Naitou 9 Dan Shougi Hiden (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.14'}]",Hon Shougi: Naitou 9 Dan Shougi Hiden,hon-shougi
3317,"[{'id': 3537, 'md5': '1785C477ADB0A0114E8708101C54887B', 'sha1': None, 'name': 'Miku Runner', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Miku Runner,loderunner-hack-miku
3318,"[{'id': 3538, 'md5': None, 'sha1': None, 'name': 'Ginga Eiyuu Densetsu', 'type': 0, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Legend of the Galactic Heroes,Legend-Galactic-heroes
3319,"[{'id': 3539, 'md5': None, 'sha1': None, 'name': 'Block Dude', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Block Dude,Block-Dude
3349,"[{'id': 3568, 'md5': '62059F21B3ADA5FE3EFA206BB324D483', 'sha1': '2CB4D0766C3E475AC102CC3C73EDF9BF138D435D', 'name': 'NES Test Cart (Official Nintendo) (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",NES Test Cart,test
3352,"[{'id': 3575, 'md5': '5A02DD1790B594ABDED1702A3354BEE3', 'sha1': 'CEAE211148EE2865673D94230DBA3EE5E8285FA2', 'name': 'Rally Bike (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Rally Bike,rally-bike
3353,"[{'id': 3577, 'md5': '4E9B44AB4866DBBADD3F2A2E23197941', 'sha1': 'A9B8168DFE135A643C59BBBAB0E3B274F2A9C23A', 'name': 'Classic Concentration (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Classic Concentration,clasconc
3371,"[{'id': 3598, 'md5': '055FB8DC626FB1FBADC0A193010A3E3F', 'sha1': 'FB51875D1FF4B0DEEE97E967E6434FF514F3C2F2', 'name': 'Rockman 2 - Dr. Wily no Nazo (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Rockman 2.5,rm2.5
3372,"[{'id': 3599, 'md5': '368114AC21F3F867B42145198A4A0BA2', 'sha1': '4FFB1D8171589ED8ED66FECC6CEBB4501AF221B9', 'name': ""Gold Medal Challenge '92 (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Capcom's Gold Medal Challenge '92,capcom-gold-medal
3376,"[{'id': 3604, 'md5': 'D443557E6FDC07A7603B3580E2676D22', 'sha1': '3AE8121F86F73A73E91AF0B508D8115572BAC1D7', 'name': 'Mega Man CX.nes', 'type': 2, 'region': 'U', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}, {'id': 3731, 'md5': 'A2542F53663706837F3A5C99BB071217', 'sha1': '6591AA9FDE488FA843B6042C1457B5017AEAAC22', 'name': 'Rockman CX.nes', 'type': 2, 'region': 'J', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}]",Rockman CX,Rockman-CX
3377,"[{'id': 3605, 'md5': None, 'sha1': None, 'name': 'Super Mario Remix - Toad Bros', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Super Mario Remix - Toad Bros,smr-tb
3386,"[{'id': 3618, 'md5': '5C4AB6B03431F7298B19BCAB58E858F0', 'sha1': '865849AA2064AB38A5959116E697EBBFDA9F4795', 'name': 'Tetris Zero', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Tetris Zero,
3388,"[{'id': 3620, 'md5': 'D629328B5CC789C94392F458BC60782B', 'sha1': '8E803F6A46EEDC9ADCC341D04AADAC61A288A101', 'name': 'Tiger_Jenny_v0.1_(Nintendo_Entertainment_System).nes', 'type': 6, 'region': 'U', 'version': '0.1', 'systemCode': 'NES', 'sourceDb': None}]",Tiger Jenny,
3392,"[{'id': 3624, 'md5': '77B95BFA68044501130D0B5C3991F18D', 'sha1': '39686592401187D923A7C929BD044DFC97CC9A67', 'name': 'Ghostbusters II (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Ghostbusters II,ghtbst2nes
3395,"[{'id': 3630, 'md5': None, 'sha1': None, 'name': ""Bill & Ted's Excellent Adventure"", 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Bill & Ted's Excellent Adventure,bill-and-ted
3396,"[{'id': 3631, 'md5': '3AC0B9F560C3F06B28A71D15D60B460B', 'sha1': '215F2828D0DE19132C68310AE0E66BCB9B4F8400', 'name': 'Indiana Jones and the Temple of Doom', 'type': 1, 'region': 'U', 'version': 'PRG 0', 'systemCode': 'NES', 'sourceDb': None}]",Indiana Jones and the Temple of Doom,indiana-jones-temple-doo
3402,"[{'id': 3637, 'md5': 'CEED379AD9DBCC75CCAE5DB3268C3D84', 'sha1': 'A6C4B53C76F4EE62DF4F2B6A6D81A06CD3E005E0', 'name': 'Godzilla - Monster of Monsters! (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Godzilla: Monster of Monsters!,godzilla-mm
3406,"[{'id': 3642, 'md5': 'D065CEE91C51F64CA3A60628F48E587A', 'sha1': '8600D1880EB311BAE0ECE197F6175228E38F6B69', 'name': 'Fire Emblem - Ankoku Ryuu to Hikari no Tsurugi (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Fire Emblem: Shadow Dragon and the Blade of Light,fire-emblem-athnk
3415,"[{'id': 3651, 'md5': 'A7F714F1D65FE923A37FF886E8FDDA2F', 'sha1': '8972F3B8324B3BDFA96A6E73ED8B750615DD47F5', 'name': 'Tiger-Heli (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Tiger-Heli,tiger-heli
3424,"[{'id': 3662, 'md5': '3CCC792F8E4D0B6BC5289F23A18A0C91', 'sha1': '49773466C4296D77F0697C073ED66D4FE3375459', 'name': 'Win, Lose or Draw (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]","Win, Lose or Draw",wilosdrw
3425,"[{'id': 3665, 'md5': '2FCD5E83009B9ADB908819C278B4B072', 'sha1': '428397835C8375CA1C6320A0A1F8E29C56BB6F3C', 'name': 'KUBO 2 (NESMaker).nes', 'type': 4, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': 'NESMakers'}]",KUBO 2: L'Aventurier Courageux,kubo2
3433,"[{'id': 3678, 'md5': None, 'sha1': '70EF342790F53A15BABF77C797982C5390D98EFF', 'name': 'Banana_Nana_LD32.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Banana Nana,
3437,"[{'id': 3683, 'md5': 'E70CC4059A441650AA78F7403E2D7CA5', 'sha1': '6003F833D79E483502E2428E290D525DEDE21036', 'name': 'The Ninja of the 4 Seasons_V1.1.nes', 'type': 1, 'region': 'U', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}]",The Ninja of the 4 Seasons,ninja4seasons
3444,"[{'id': 3690, 'md5': '074FEA160B7EC513BDAF2C0BB042C262', 'sha1': '8AD359B48F1A9CDE36BD682D0776DEDAE1BBBC89', 'name': 'Donkey Kong Classics (UE) [!].nes', 'type': 1, 'region': 'UE', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Donkey Kong Classics,
3448,"[{'id': 3694, 'md5': '5947539f80f7cd780ea177ea6ccb89a7', 'sha1': 'e500c60f712d9e2bde8cabe093c308aa7f5f27d2', 'name': 'Defenders of Dynatron City (USA).nes', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Defenders of Dynatron City,
3460,"[{'id': 3714, 'md5': '54783483FFC95192E517EB41AEDA9845', 'sha1': '5948159FEC36B5C1EA310F79FD166CB094EA7646', 'name': 'SMB Special - 35th Anniversary v1.3.nes', 'type': 2, 'region': 'W', 'version': '1.3', 'systemCode': 'NES', 'sourceDb': None}]",Super Mario Bros. Special: 35th Anniversary Edition,smbs35ae
3466,"[{'id': 3721, 'md5': 'D40455A3B721FD1207C1A0E074C1AC88', 'sha1': 'A0B2454E7BCAD92BBED8DC3BE869758BF8FACE30', 'name': 'WWF Wrestlemania - Steel Cage Challenge (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",WWF WrestleMania: Steel Cage Challenge,wwfwmscc
3468,"[{'id': 3723, 'md5': '81EDA9FC6C860D9724BED1804288271D', 'sha1': '86435B4D7CB15DFFAF0227FF44D73C6884A20888', 'name': ""Mickey's Safari in Letterland (USA).nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Mickey's Safari in Letterland,Msill
3471,"[{'id': 3728, 'md5': '50941F1D225FF0D9CA6DD071AE0530A0', 'sha1': '5ADB377658B9F3E2D217AF6B754191E90265066A', 'name': 'Kubo 3 (Rev F 20200806 - CART version).nes', 'type': 4, 'region': 'UE', 'version': 'Rev F', 'systemCode': 'NES', 'sourceDb': 'itch.io'}, {'id': 3729, 'md5': 'DA6CD000E62356D3EB72B4F9A659A494', 'sha1': 'B7F2A975ADC9B12C73E6E27C725BB5A0FEB44047', 'name': 'Kubo 3 (Rev H 20210722).nes', 'type': 1, 'region': 'UE', 'version': 'Rev H', 'systemCode': 'NES', 'sourceDb': None}]",KUBO 3,
3472,"[{'id': 3730, 'md5': 'FB825AF3C38B209432C7439E1746DCCE', 'sha1': '8848DABF75B06560FFD743D83F2F081644A8FF7C', 'name': 'WWF Wrestlemania Challenge (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",WWF WrestleMania Challenge,wwfwmc
3475,"[{'id': 3734, 'md5': '2D259840367BDA1D552B63F0A037637B', 'sha1': 'D42F8FCC9F6E15B4FA67F34430B15C54E14A77BB', 'name': 'Tecmo World Wrestling (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Tecmo World Wrestling,tcmoworwres
3476,"[{'id': 3735, 'md5': 'A1052168D54635930BF124440F7AFA57', 'sha1': 'EEA6F7F80FE966969A71209BFE9BBCDB0BBDE394', 'name': 'Ice Hockey (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Ice Hockey,icehocknes
3479,"[{'id': 3738, 'md5': 'E0D90DE2864887FFC9822A94A09AC662', 'sha1': 'A4F9AB32F3A971695D2FA34804DB0409DB216629', 'name': 'Double Dribble (USA).nes', 'type': 1, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Double Dribble,doubdrib
3483,"[{'id': 3742, 'md5': '02180A0553DC3A039C0F4AEC30C505CC', 'sha1': '87C7314718CB60F13C1A55C3257B3457911496D6', 'name': 'RescueTime.nes', 'type': 4, 'region': 'U', 'version': '20201224', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Rescue Time,
3484,"[{'id': 3743, 'md5': '725187B5BE17976B31B37A377B20083B', 'sha1': '256297A6D846430A3EAE33C8AFF16BE56EBF6A3D', 'name': 'SkateCat (demo).nes', 'type': 6, 'region': 'U', 'version': 'demo', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",SkateCat,
3485,"[{'id': 3744, 'md5': '97728F2393E88EA8A562FD4AFCBC89CC', 'sha1': '2470CE28D144F6D1320A81E8F1FAEABD07BED462', 'name': 'Wayne Gretzky Hockey (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Wayne Gretzky Hockey,wynegrkyhky
3491,"[{'id': 3754, 'md5': '3867D29866577A6370C4C745E7D519F0', 'sha1': '81A1966EB28224743BE2F15972356BDA0D3C5D51', 'name': 'LeManoirDesZombies.nes', 'type': 4, 'region': 'E', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Le Manoir des Zombies,lemrdszb
3492,"[{'id': 3755, 'md5': '150C8567CE53F1A677B17C6896C9B6FC', 'sha1': 'B34BBE774D7ED184FE97CDFC18642CB9BA71DAFF', 'name': 'falling.nes', 'type': 1, 'region': 'U', 'version': '0.8', 'systemCode': 'NES', 'sourceDb': None}]",Falling,
3495,"[{'id': 3758, 'md5': 'A4C7D9FD8C0691644039B9ED3F9701DB', 'sha1': '00147962462C44354735861D0258D72314635458', 'name': 'Home Alone', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Home Alone,
3498,"[{'id': 3766, 'md5': '98165a9921aced748bf043627e29c848', 'sha1': '926f5b6bfbe158b3e565968c51d95192f55f59df', 'name': 'Cyberball (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Cyberball,
3504,"[{'id': 3773, 'md5': 'E24B2194741950301F0FB82C08E19CAE', 'sha1': 'F721C5E1433975B801EA2B0981EBD862853528FD', 'name': 'WWF Wrestlemania (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",WWF Wrestlemania,wwfwrsmia
3506,"[{'id': 3775, 'md5': 'A3C80D495BA5EDEB1FF8D8B9AC182020', 'sha1': '76B4D443516B7597A386CC43C566A5604EDDF55A', 'name': 'The Arm Wrestling Classic.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",The Arm Wrestling Classic,tawcnes
3511,"[{'id': 3791, 'md5': '13C3857AF37EE21015E7D5D2168BDED8', 'sha1': '7D708E77692E6201812F95BA955D3045B583875D', 'name': 'blobland.nes', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Blob Land,blblnd
3512,"[{'id': 3792, 'md5': '2BBB69E996184A6975B7C28120BA34E6', 'sha1': 'F5F5312D7CB079A12DAFD3B4F6EC3FB2FA845B22', 'name': 'Venice Beach Volleyball (USA) (Unl).nes', 'type': 1, 'region': 'U', 'version': 'American Video Entertainment', 'systemCode': 'NES', 'sourceDb': None}]",Venice Beach Volleyball,vncbchvlybll
3525,"[{'id': 3813, 'md5': '95ecc30c2ff44e9aaf2bee12add2743a', 'sha1': 'd769c74ae0be49094039357f3be3bb5094abbe19', 'name': 'Drunk_Time_Travelers_Fiancee_2020_09_20_v1.NES', 'type': 4, 'region': 'W', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': 'itch.io'}, {'id': 3817, 'md5': 'a845211831639f9ae795bdf884a7e70c', 'sha1': '564de39808ed76b8d995a383116f7c1ecf9c9a0b', 'name': 'Drunk_Time_Travelers_Fiancee_2020_12_10.nes', 'type': 4, 'region': 'W', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",The Drunk Time Traveler's Fiancée,
3527,"[{'id': 3816, 'md5': 'B2B9FD5E417ED10814700F411B88F788', 'sha1': 'C33BA9511F6DABE7E17250D360E2F4A403799786', 'name': 'OverclockedByteOff2020.NES', 'type': 4, 'region': 'U', 'version': 'Demo', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Overclocked,ovrclkd
3531,"[{'id': 3821, 'md5': '71319a2ecae75b84dbd072678f69602d', 'sha1': '38538bc1882d6e4d1a2dcae109eddd7766d24a43', 'name': 'filthy-kitchen.nes', 'type': 4, 'region': 'Other', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Filthy Kitchen,filkit
3533,"[{'id': 3825, 'md5': '346A24FF3466B2F9B0478146DBEFA502', 'sha1': '2C6F2D960DBEFDFAEAD76FAE795526A6C12CD1D1', 'name': 'Terra Cresta (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Terra Cresta,tercre
3535,"[{'id': 3827, 'md5': '1A0259CC0A8ADC82F3E23D1844643111', 'sha1': '37D8903AB381090873A6C51C39F6120A7213FB6D', 'name': 'Arctic (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Arctic,arctic
3536,"[{'id': 3828, 'md5': '6313896C30E0513052EF23A2275E0DDF', 'sha1': '8AEBCC48E7CEDFD0068A454CA0F7450D9278C2FB', 'name': 'HALLO31_DEMAKE_v0.02.nes', 'type': 4, 'region': 'U', 'version': '0.02', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",Halloween: October 31st,hlwnoct31
3539,"[{'id': 3832, 'md5': 'f19d63ec6960ba15bc2e69d713e1d90b', 'sha1': 'c108672452f5630030d14a313b5a3cbd53adb2e0', 'name': 'A Simple Platformer Game.NES', 'type': 4, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",A Simple Platformer Game,asipltgme
3541,"[{'id': 3834, 'md5': 'b0738f377ef5ef65c1e6810dcf788a13', 'sha1': 'eae22729fe3ab684295117bc2e378fcafaf91ea1', 'name': 'F13RTCB_DEMAKE_v1.52.nes', 'type': 0, 'region': 'Other', 'version': '1.52', 'systemCode': 'NES', 'sourceDb': None}]",Friday the 13th: Return to Camp Blood,
3542,"[{'id': 3835, 'md5': 'd0fd41c2b9c31f814046d1064dc4879a', 'sha1': '878cdbfe3a5c9ecee96d003f39c885a941c1e8ee', 'name': 'ANOES_SOHM_DEMAKE_v0.02.nes', 'type': 4, 'region': 'Other', 'version': '0.02', 'systemCode': 'NES', 'sourceDb': 'itch.io'}]",A Nightmare on Elm Street: Son of a Hundred Maniacs,noelmst-soahm
